"","WT 1","WT 2","WT 3","KO 1","KO 2","KO 3"
"ENSMUSG00000063801",5039,5731,8028,4226,6287,6046
"ENSMUSG00000063802",2959,3599,4905,2454,3702,3299
"ENSMUSG00000063804",316,360,587,203,323,538
"ENSMUSG00000063808",789,865,1288,615,810,948
"ENSMUSG00000063810",490,499,663,355,423,433
"ENSMUSG00000063816",0,3,0,0,1,0
"ENSMUSG00000063820",5,9,3,4,5,6
"ENSMUSG00000063821",1,4,17,6,5,4
"ENSMUSG00000063823",2,0,0,0,0,0
"ENSMUSG00000063827",0,0,0,0,0,0
"ENSMUSG00000063830",0,0,0,0,2,1
"ENSMUSG00000063838",29,34,49,20,38,34
"ENSMUSG00000063842",0,0,0,0,0,0
"ENSMUSG00000063844",0,0,0,0,0,0
"ENSMUSG00000063846",0,0,0,0,0,0
"ENSMUSG00000063849",529,690,916,497,667,638
"ENSMUSG00000063851",2,2,2,1,0,0
"ENSMUSG00000063856",1921,2528,3168,1696,2486,2368
"ENSMUSG00000063867",0,0,0,0,1,0
"ENSMUSG00000063870",7567,9522,12903,6659,8885,10225
"ENSMUSG00000063873",4620,4942,6812,3033,5635,6615
"ENSMUSG00000063875",0,0,0,0,0,0
"ENSMUSG00000063881",0,0,0,0,0,0
"ENSMUSG00000063882",945,1396,1708,975,1397,1190
"ENSMUSG00000063884",1137,1294,1699,965,1252,1264
"ENSMUSG00000063885",3,0,0,0,2,0
"ENSMUSG00000063886",20,9,26,12,13,21
"ENSMUSG00000063887",3125,3413,4398,2389,3264,3266
"ENSMUSG00000063888",695,992,1283,621,992,926
"ENSMUSG00000063889",544,808,1143,520,621,820
"ENSMUSG00000063894",1501,1506,2258,1285,1592,1755
"ENSMUSG00000063895",1544,1776,2440,1322,1600,1978
"ENSMUSG00000063897",0,0,0,0,0,0
"ENSMUSG00000063900",0,0,0,0,0,0
"ENSMUSG00000063902",2192,2791,3696,1948,2594,2894
"ENSMUSG00000063903",0,0,2,0,0,2
"ENSMUSG00000063904",1563,1954,2435,1314,1854,1696
"ENSMUSG00000063905",0,0,0,0,0,0
"ENSMUSG00000063911",0,0,0,1,0,0
"ENSMUSG00000063919",3227,3577,5059,2610,3751,4078
"ENSMUSG00000063929",0,0,1,0,0,0
"ENSMUSG00000063931",794,948,1220,576,917,926
"ENSMUSG00000063932",1,0,0,0,0,0
"ENSMUSG00000063935",0,0,1,1,0,0
"ENSMUSG00000063952",2404,2999,3623,1871,2534,2781
"ENSMUSG00000063953",7,7,11,10,14,16
"ENSMUSG00000063971",0,2,0,0,1,0
"ENSMUSG00000063972",719,747,977,599,636,830
"ENSMUSG00000063975",1,11,4,1,2,1
"ENSMUSG00000063994",0,0,0,0,0,0
"ENSMUSG00000063998",0,0,0,0,0,0
"ENSMUSG00000064006",0,0,0,0,0,0
"ENSMUSG00000064010",0,0,1,1,0,1
"ENSMUSG00000064016",1,1,1,4,0,0
"ENSMUSG00000064023",64,80,83,48,95,44
"ENSMUSG00000064030",564,755,968,484,725,671
"ENSMUSG00000064032",10,7,5,6,10,5
"ENSMUSG00000064036",499,596,911,478,746,712
"ENSMUSG00000064037",871,1140,1451,795,1021,1109
"ENSMUSG00000064039",3,0,3,0,1,0
"ENSMUSG00000064043",2065,2278,2857,1401,1831,2562
"ENSMUSG00000064044",1,0,0,0,0,0
"ENSMUSG00000064052",51,4,46,27,63,4
"ENSMUSG00000064057",2,5,2,1,7,7
"ENSMUSG00000064061",4216,4745,6398,3712,4392,4528
"ENSMUSG00000064063",382,486,589,287,434,413
"ENSMUSG00000064065",9051,10979,12954,7167,7797,8478
"ENSMUSG00000064068",674,897,1044,569,753,864
"ENSMUSG00000064080",559,718,873,390,693,564
"ENSMUSG00000064081",0,1,0,1,0,1
"ENSMUSG00000064084",0,0,0,0,1,1
"ENSMUSG00000064090",79,77,111,61,68,70
"ENSMUSG00000064105",1633,1854,2564,1327,1797,1945
"ENSMUSG00000064109",7,13,9,9,9,8
"ENSMUSG00000064110",0,0,0,0,0,0
"ENSMUSG00000064115",14598,15762,24360,12781,18289,19014
"ENSMUSG00000064120",348,422,584,286,402,409
"ENSMUSG00000064121",0,0,0,0,0,0
"ENSMUSG00000064125",3381,3531,4526,2714,3274,3078
"ENSMUSG00000064127",3623,4117,6044,3644,4307,4330
"ENSMUSG00000064128",101,141,164,80,155,143
"ENSMUSG00000064129",0,0,0,0,0,0
"ENSMUSG00000064137",0,0,0,0,0,0
"ENSMUSG00000064138",2387,2545,3552,1930,2519,2802
"ENSMUSG00000064140",0,4,3,2,5,2
"ENSMUSG00000064141",70,118,93,55,86,56
"ENSMUSG00000064145",1650,2004,2658,1285,1697,1871
"ENSMUSG00000064147",5,1,3,0,7,10
"ENSMUSG00000064156",0,0,0,0,0,0
"ENSMUSG00000064158",5,5,6,1,6,2
"ENSMUSG00000064165",1,0,0,0,0,0
"ENSMUSG00000064168",1,1,2,0,1,0
"ENSMUSG00000064177",33,58,57,44,38,55
"ENSMUSG00000064179",42,31,78,51,47,66
"ENSMUSG00000064181",1282,1547,2207,968,1641,1635
"ENSMUSG00000064193",0,60,0,1,1,48
"ENSMUSG00000064194",0,0,0,0,0,0
"ENSMUSG00000064201",22,22,40,23,33,15
"ENSMUSG00000064202",124,170,179,101,109,152
"ENSMUSG00000064208",0,0,0,0,0,0
"ENSMUSG00000064210",1522,1595,2290,1134,1515,1811
"ENSMUSG00000064213",0,0,0,0,0,0
"ENSMUSG00000064215",665,915,1152,529,850,792
"ENSMUSG00000064223",0,0,0,0,0,0
"ENSMUSG00000064224",0,0,0,0,0,0
"ENSMUSG00000064225",1162,1357,1740,999,1338,1534
"ENSMUSG00000064231",0,0,0,0,0,0
"ENSMUSG00000064232",0,0,0,0,0,0
"ENSMUSG00000064243",0,0,0,0,0,0
"ENSMUSG00000064246",461,546,849,510,1045,706
"ENSMUSG00000064247",621,760,980,638,941,697
"ENSMUSG00000064252",0,0,0,0,0,0
"ENSMUSG00000064254",387,475,621,284,415,424
"ENSMUSG00000064259",0,0,0,0,0,0
"ENSMUSG00000064262",93,84,89,68,117,116
"ENSMUSG00000064263",0,2,0,0,0,0
"ENSMUSG00000064264",972,1229,1705,756,1290,1177
"ENSMUSG00000064266",0,0,0,0,0,0
"ENSMUSG00000064267",343,433,610,328,447,423
"ENSMUSG00000064272",0,1,1,0,0,1
"ENSMUSG00000064280",14,8,19,14,28,17
"ENSMUSG00000064281",0,2,0,0,2,0
"ENSMUSG00000064284",228,303,350,208,256,251
"ENSMUSG00000064288",1,0,3,0,0,1
"ENSMUSG00000064289",953,1063,1539,954,1430,1217
"ENSMUSG00000064293",2037,1831,3133,1165,2062,2009
"ENSMUSG00000064294",104,82,177,59,74,159
"ENSMUSG00000064299",0,0,0,0,0,0
"ENSMUSG00000064302",6252,7182,10003,5004,6965,7670
"ENSMUSG00000064307",122,106,173,91,139,126
"ENSMUSG00000064308",9,21,10,13,7,15
"ENSMUSG00000064310",17,4,4,4,5,6
"ENSMUSG00000064315",0,0,0,0,0,0
"ENSMUSG00000064317",1,18,16,8,17,22
"ENSMUSG00000064325",178,196,419,163,332,315
"ENSMUSG00000064326",62,104,128,80,86,77
"ENSMUSG00000064329",8468,10520,14909,8193,10590,11747
"ENSMUSG00000064330",3,7,11,9,8,8
"ENSMUSG00000064333",0,0,0,0,0,0
"ENSMUSG00000064336",0,0,0,0,0,0
"ENSMUSG00000064337",0,0,0,0,0,0
"ENSMUSG00000064338",0,0,0,0,0,0
"ENSMUSG00000064339",0,0,0,0,0,0
"ENSMUSG00000064340",0,0,0,0,0,0
"ENSMUSG00000064341",0,0,0,0,0,0
"ENSMUSG00000064342",0,0,0,0,0,0
"ENSMUSG00000064343",0,0,0,0,0,0
"ENSMUSG00000064344",0,0,0,0,0,0
"ENSMUSG00000064345",0,0,0,0,0,0
"ENSMUSG00000064346",0,0,0,0,0,0
"ENSMUSG00000064347",0,0,0,0,0,0
"ENSMUSG00000064348",0,0,0,0,0,0
"ENSMUSG00000064349",0,0,0,0,0,0
"ENSMUSG00000064350",0,0,0,0,0,0
"ENSMUSG00000064351",0,0,0,0,0,0
"ENSMUSG00000064352",0,0,0,0,0,0
"ENSMUSG00000064353",0,0,0,0,0,0
"ENSMUSG00000064354",0,0,0,0,0,0
"ENSMUSG00000064355",0,0,0,0,0,0
"ENSMUSG00000064356",0,0,0,0,0,0
"ENSMUSG00000064357",0,0,0,0,0,0
"ENSMUSG00000064358",0,0,0,0,0,0
"ENSMUSG00000064359",0,0,0,0,0,0
"ENSMUSG00000064360",0,0,0,0,0,0
"ENSMUSG00000064361",0,0,0,0,0,0
"ENSMUSG00000064363",0,0,0,0,0,0
"ENSMUSG00000064364",0,0,0,0,0,0
"ENSMUSG00000064365",0,0,0,0,0,0
"ENSMUSG00000064366",0,0,0,0,0,0
"ENSMUSG00000064367",0,0,0,0,0,0
"ENSMUSG00000064368",0,0,0,0,0,0
"ENSMUSG00000064369",0,0,0,0,0,0
"ENSMUSG00000064370",0,0,0,0,0,0
"ENSMUSG00000064371",0,0,0,0,0,0
"ENSMUSG00000064372",0,0,0,0,0,0
"ENSMUSG00000064373",10127,12217,19155,11894,17563,14273
"ENSMUSG00000064377",53,84,77,53,51,97
"ENSMUSG00000064380",8,4,6,3,5,9
"ENSMUSG00000064386",0,0,0,0,0,0
"ENSMUSG00000064389",11,10,9,3,7,4
"ENSMUSG00000064390",0,2,2,1,2,2
"ENSMUSG00000064391",0,0,0,0,0,0
"ENSMUSG00000064392",0,0,0,0,0,0
"ENSMUSG00000064393",0,0,0,0,0,0
"ENSMUSG00000064394",0,0,0,0,0,0
"ENSMUSG00000064395",0,0,0,0,0,0
"ENSMUSG00000064397",0,0,0,0,0,0
"ENSMUSG00000064398",4,1,5,2,5,1
"ENSMUSG00000064399",0,0,0,0,0,0
"ENSMUSG00000064400",0,0,0,0,0,0
"ENSMUSG00000064403",0,1,2,0,0,0
"ENSMUSG00000064407",0,0,1,0,0,0
"ENSMUSG00000064408",0,0,0,0,0,0
"ENSMUSG00000064409",4,0,1,0,1,1
"ENSMUSG00000064410",2,0,0,0,0,0
"ENSMUSG00000064412",0,0,0,0,0,0
"ENSMUSG00000064413",0,0,0,0,0,0
"ENSMUSG00000064416",0,0,0,0,0,0
"ENSMUSG00000064417",9,10,20,11,9,16
"ENSMUSG00000064419",14,10,11,8,3,7
"ENSMUSG00000064422",0,0,0,0,0,0
"ENSMUSG00000064424",0,0,0,0,0,0
"ENSMUSG00000064427",2,0,3,4,6,3
"ENSMUSG00000064428",0,0,0,0,0,0
"ENSMUSG00000064429",0,0,0,0,0,0
"ENSMUSG00000064432",0,0,0,0,0,0
"ENSMUSG00000064433",0,0,0,0,0,0
"ENSMUSG00000064435",2,0,3,1,2,3
"ENSMUSG00000064436",0,0,0,0,0,0
"ENSMUSG00000064437",18,13,14,4,13,11
"ENSMUSG00000064441",14,21,24,19,21,22
"ENSMUSG00000064442",0,0,0,0,0,0
"ENSMUSG00000064443",5,4,3,4,1,3
"ENSMUSG00000064444",0,0,0,0,0,0
"ENSMUSG00000064446",0,0,0,0,0,0
"ENSMUSG00000064451",2,12,9,8,7,13
"ENSMUSG00000064452",28,42,46,32,17,48
"ENSMUSG00000064455",0,0,0,0,0,0
"ENSMUSG00000064460",2,0,0,0,0,0
"ENSMUSG00000064463",0,0,0,0,0,0
"ENSMUSG00000064464",0,0,0,0,0,0
"ENSMUSG00000064467",0,0,0,0,0,0
"ENSMUSG00000064468",1,0,1,0,0,0
"ENSMUSG00000064471",0,0,0,0,1,0
"ENSMUSG00000064472",1,1,2,1,1,0
"ENSMUSG00000064476",3,0,3,0,3,5
"ENSMUSG00000064477",0,0,0,0,0,0
"ENSMUSG00000064481",0,0,0,0,0,0
"ENSMUSG00000064485",0,0,0,0,0,0
"ENSMUSG00000064486",0,0,0,1,0,0
"ENSMUSG00000064487",0,0,0,0,0,0
"ENSMUSG00000064489",0,0,0,0,0,0
"ENSMUSG00000064490",0,0,0,0,0,0
"ENSMUSG00000064491",0,0,0,0,0,0
"ENSMUSG00000064492",0,0,0,0,0,0
"ENSMUSG00000064493",42,55,71,41,51,59
"ENSMUSG00000064494",0,0,1,0,1,0
"ENSMUSG00000064495",4,0,0,1,0,2
"ENSMUSG00000064496",2,6,2,2,3,3
"ENSMUSG00000064497",0,0,0,0,0,0
"ENSMUSG00000064507",0,0,0,0,0,0
"ENSMUSG00000064508",0,0,0,0,1,0
"ENSMUSG00000064510",0,0,0,0,0,0
"ENSMUSG00000064511",0,0,0,0,0,0
"ENSMUSG00000064512",0,0,0,0,0,0
"ENSMUSG00000064514",16,23,14,12,12,14
"ENSMUSG00000064515",0,0,0,0,0,0
"ENSMUSG00000064517",0,0,0,0,0,0
"ENSMUSG00000064519",0,0,0,0,0,0
"ENSMUSG00000064522",0,0,0,0,0,0
"ENSMUSG00000064524",2,0,0,0,0,0
"ENSMUSG00000064525",1,0,1,0,0,0
"ENSMUSG00000064526",0,0,0,0,0,0
"ENSMUSG00000064527",0,0,0,0,0,0
"ENSMUSG00000064529",0,0,0,0,0,0
"ENSMUSG00000064530",0,0,0,0,0,1
"ENSMUSG00000064532",0,0,0,0,0,0
"ENSMUSG00000064536",1,1,1,1,1,2
"ENSMUSG00000064541",0,0,0,0,0,1
"ENSMUSG00000064542",0,1,0,3,1,0
"ENSMUSG00000064543",0,0,0,0,0,0
"ENSMUSG00000064545",0,0,0,0,0,0
"ENSMUSG00000064547",0,0,0,0,0,0
"ENSMUSG00000064548",0,0,0,1,0,0
"ENSMUSG00000064549",0,0,0,0,0,0
"ENSMUSG00000064550",0,0,0,0,0,0
"ENSMUSG00000064551",0,0,0,0,0,0
"ENSMUSG00000064553",0,0,2,0,0,0
"ENSMUSG00000064554",2,1,2,2,2,1
"ENSMUSG00000064555",0,0,0,0,0,0
"ENSMUSG00000064556",0,0,0,0,0,0
"ENSMUSG00000064558",0,1,1,0,0,0
"ENSMUSG00000064563",30,29,36,38,42,25
"ENSMUSG00000064565",3,0,0,1,0,0
"ENSMUSG00000064566",8,10,20,13,12,7
"ENSMUSG00000064567",0,0,1,0,0,0
"ENSMUSG00000064569",0,0,0,0,0,0
"ENSMUSG00000064570",0,0,0,0,0,0
"ENSMUSG00000064572",0,0,0,0,0,0
"ENSMUSG00000064573",0,0,0,0,0,0
"ENSMUSG00000064574",0,0,0,0,0,0
"ENSMUSG00000064575",0,0,0,0,0,0
"ENSMUSG00000064577",0,0,0,0,0,0
"ENSMUSG00000064579",0,0,0,0,0,0
"ENSMUSG00000064580",4,2,1,3,0,4
"ENSMUSG00000064581",0,0,0,0,0,0
"ENSMUSG00000064582",2,2,2,3,2,2
"ENSMUSG00000064584",0,0,0,0,0,0
"ENSMUSG00000064585",86,79,106,58,55,83
"ENSMUSG00000064586",0,0,0,0,0,0
"ENSMUSG00000064587",0,1,0,4,0,0
"ENSMUSG00000064588",0,0,0,0,0,0
"ENSMUSG00000064590",0,0,1,0,0,0
"ENSMUSG00000064591",0,0,0,0,0,0
"ENSMUSG00000064595",1,2,1,0,1,2
"ENSMUSG00000064596",2,6,0,1,0,0
"ENSMUSG00000064597",1,0,0,0,0,0
"ENSMUSG00000064600",1,0,2,0,0,0
"ENSMUSG00000064601",0,0,0,0,0,0
"ENSMUSG00000064602",2,4,6,2,5,1
"ENSMUSG00000064605",0,0,0,0,0,0
"ENSMUSG00000064606",0,0,0,0,0,0
"ENSMUSG00000064609",0,0,0,0,0,0
"ENSMUSG00000064612",6,4,4,6,7,12
"ENSMUSG00000064613",0,0,0,0,0,0
"ENSMUSG00000064616",0,0,0,0,0,0
"ENSMUSG00000064617",0,0,0,0,0,0
"ENSMUSG00000064618",0,0,0,0,0,0
"ENSMUSG00000064619",0,0,0,0,0,0
"ENSMUSG00000064620",0,0,0,0,0,0
"ENSMUSG00000064622",0,0,1,0,1,0
"ENSMUSG00000064624",0,0,0,0,0,0
"ENSMUSG00000064626",0,0,0,0,0,0
"ENSMUSG00000064630",0,0,0,0,0,0
"ENSMUSG00000064631",0,0,0,0,0,0
"ENSMUSG00000064632",0,0,0,0,0,0
"ENSMUSG00000064634",9,7,8,9,9,9
"ENSMUSG00000064637",15,5,14,5,16,15
"ENSMUSG00000064642",0,1,0,0,0,0
"ENSMUSG00000064644",0,0,0,0,0,0
"ENSMUSG00000064646",0,0,0,1,0,0
"ENSMUSG00000064647",23,19,19,12,19,26
"ENSMUSG00000064648",1,0,0,0,2,0
"ENSMUSG00000064652",0,1,0,0,0,0
"ENSMUSG00000064653",0,0,0,0,0,0
"ENSMUSG00000064655",0,0,0,0,0,0
"ENSMUSG00000064658",3,1,2,2,6,1
"ENSMUSG00000064659",0,0,0,0,0,0
"ENSMUSG00000064663",0,0,0,0,0,0
"ENSMUSG00000064664",0,0,1,0,0,0
"ENSMUSG00000064665",0,0,0,0,0,0
"ENSMUSG00000064669",1,3,2,1,0,2
"ENSMUSG00000064670",0,0,0,0,0,0
"ENSMUSG00000064671",0,0,0,0,0,2
"ENSMUSG00000064672",0,1,0,0,0,0
"ENSMUSG00000064673",0,0,0,0,0,0
"ENSMUSG00000064675",0,1,0,0,0,1
"ENSMUSG00000064677",0,0,0,0,0,0
"ENSMUSG00000064679",2,5,5,3,3,0
"ENSMUSG00000064682",0,0,0,0,0,0
"ENSMUSG00000064685",0,0,0,0,0,0
"ENSMUSG00000064686",0,0,0,0,0,0
"ENSMUSG00000064687",0,0,0,0,0,0
"ENSMUSG00000064688",0,0,0,0,0,0
"ENSMUSG00000064689",0,0,0,0,0,0
"ENSMUSG00000064691",0,0,0,0,0,0
"ENSMUSG00000064692",0,1,7,3,3,1
"ENSMUSG00000064693",0,0,0,0,0,0
"ENSMUSG00000064694",0,0,0,0,0,0
"ENSMUSG00000064696",4,6,1,4,0,4
"ENSMUSG00000064697",0,0,0,0,0,0
"ENSMUSG00000064698",0,0,0,0,0,0
"ENSMUSG00000064702",0,0,0,0,0,0
"ENSMUSG00000064704",0,0,0,0,0,0
"ENSMUSG00000064706",0,0,0,0,0,0
"ENSMUSG00000064707",0,0,0,0,0,0
"ENSMUSG00000064709",0,0,0,0,0,0
"ENSMUSG00000064714",0,0,0,0,0,0
"ENSMUSG00000064715",0,0,0,0,0,0
"ENSMUSG00000064717",0,1,0,0,0,0
"ENSMUSG00000064718",0,0,0,0,0,0
"ENSMUSG00000064719",0,0,1,0,0,0
"ENSMUSG00000064720",0,0,0,0,0,0
"ENSMUSG00000064722",19,13,19,17,14,19
"ENSMUSG00000064724",0,0,0,0,0,0
"ENSMUSG00000064726",0,0,0,0,0,0
"ENSMUSG00000064727",0,0,0,0,0,0
"ENSMUSG00000064728",0,0,0,0,0,0
"ENSMUSG00000064731",13,6,21,13,9,9
"ENSMUSG00000064732",0,0,0,0,0,0
"ENSMUSG00000064734",0,0,0,0,0,0
"ENSMUSG00000064735",0,0,1,0,0,0
"ENSMUSG00000064737",0,0,0,0,0,0
"ENSMUSG00000064738",0,0,0,0,0,0
"ENSMUSG00000064739",0,0,0,0,0,0
"ENSMUSG00000064740",0,0,0,0,0,0
"ENSMUSG00000064741",9,10,12,9,11,9
"ENSMUSG00000064742",0,0,0,0,0,0
"ENSMUSG00000064743",0,0,0,0,0,0
"ENSMUSG00000064745",1,0,1,0,2,1
"ENSMUSG00000064746",0,0,0,0,0,0
"ENSMUSG00000064748",0,0,0,1,0,0
"ENSMUSG00000064755",0,0,0,0,0,0
"ENSMUSG00000064758",0,0,1,1,0,0
"ENSMUSG00000064759",0,0,0,0,0,0
"ENSMUSG00000064761",0,0,0,0,0,0
"ENSMUSG00000064762",0,0,0,0,0,0
"ENSMUSG00000064763",0,0,0,0,0,0
"ENSMUSG00000064764",0,0,0,0,0,0
"ENSMUSG00000064765",0,1,3,0,0,3
"ENSMUSG00000064766",0,0,0,0,0,0
"ENSMUSG00000064767",24,34,43,24,44,36
"ENSMUSG00000064769",0,0,0,0,0,0
"ENSMUSG00000064770",0,3,0,0,0,0
"ENSMUSG00000064772",0,0,0,0,0,0
"ENSMUSG00000064775",0,0,0,0,0,0
"ENSMUSG00000064776",0,0,0,0,0,0
"ENSMUSG00000064777",0,0,0,0,0,0
"ENSMUSG00000064778",10,6,3,6,6,10
"ENSMUSG00000064779",0,0,0,0,0,0
"ENSMUSG00000064781",0,0,0,0,0,0
"ENSMUSG00000064782",0,0,0,0,0,0
"ENSMUSG00000064783",0,0,0,0,0,0
"ENSMUSG00000064788",0,0,0,0,0,0
"ENSMUSG00000064792",0,0,1,0,0,0
"ENSMUSG00000064793",0,0,0,0,0,0
"ENSMUSG00000064795",0,0,0,0,0,0
"ENSMUSG00000064796",0,1,1,1,2,0
"ENSMUSG00000064797",9,17,14,9,11,19
"ENSMUSG00000064798",0,0,0,0,0,0
"ENSMUSG00000064800",0,0,0,0,0,0
"ENSMUSG00000064801",0,0,0,0,0,0
"ENSMUSG00000064802",0,0,0,0,0,0
"ENSMUSG00000064805",0,0,0,0,0,0
"ENSMUSG00000064806",0,0,0,0,0,0
"ENSMUSG00000064807",0,0,0,0,0,0
"ENSMUSG00000064811",1,3,5,2,4,5
"ENSMUSG00000064814",0,0,0,0,0,1
"ENSMUSG00000064818",0,0,0,0,0,0
"ENSMUSG00000064822",0,0,0,0,0,0
"ENSMUSG00000064823",1,0,0,0,0,0
"ENSMUSG00000064824",0,0,0,0,0,0
"ENSMUSG00000064830",0,0,0,0,0,0
"ENSMUSG00000064831",0,0,0,0,0,0
"ENSMUSG00000064833",0,0,0,1,0,0
"ENSMUSG00000064834",0,0,0,0,0,0
"ENSMUSG00000064836",0,0,0,0,0,0
"ENSMUSG00000064837",8,4,5,4,2,13
"ENSMUSG00000064840",0,0,0,0,0,0
"ENSMUSG00000064841",29,33,33,30,37,22
"ENSMUSG00000064842",1,0,0,0,0,0
"ENSMUSG00000064843",0,0,0,0,0,0
"ENSMUSG00000064844",11,9,18,8,8,15
"ENSMUSG00000064845",8,5,5,9,2,9
"ENSMUSG00000064850",0,0,0,0,0,0
"ENSMUSG00000064851",0,0,0,0,0,0
"ENSMUSG00000064853",1,1,7,5,2,4
"ENSMUSG00000064854",0,0,1,0,0,0
"ENSMUSG00000064855",0,0,0,0,0,0
"ENSMUSG00000064856",0,0,0,0,0,0
"ENSMUSG00000064857",0,1,3,0,0,1
"ENSMUSG00000064859",0,0,0,0,0,0
"ENSMUSG00000064860",0,0,0,0,0,0
"ENSMUSG00000064862",0,0,0,0,0,0
"ENSMUSG00000064867",0,0,0,0,0,0
"ENSMUSG00000064871",8,10,2,7,1,8
"ENSMUSG00000064872",0,0,0,0,0,0
"ENSMUSG00000064876",0,0,0,0,0,0
"ENSMUSG00000064877",0,0,0,0,0,0
"ENSMUSG00000064882",0,0,0,0,0,0
"ENSMUSG00000064883",0,0,0,0,0,0
"ENSMUSG00000064884",1,0,1,0,2,0
"ENSMUSG00000064887",0,0,0,0,0,0
"ENSMUSG00000064889",0,0,0,0,0,0
"ENSMUSG00000064890",0,0,0,0,0,0
"ENSMUSG00000064899",0,0,0,0,0,2
"ENSMUSG00000064900",0,0,0,0,0,0
"ENSMUSG00000064901",0,0,0,2,2,0
"ENSMUSG00000064904",1,0,0,0,0,0
"ENSMUSG00000064905",0,0,0,0,0,0
"ENSMUSG00000064906",0,0,0,0,0,0
"ENSMUSG00000064907",0,0,0,0,0,0
"ENSMUSG00000064909",0,0,0,0,0,0
"ENSMUSG00000064915",0,0,0,0,0,0
"ENSMUSG00000064916",18,12,21,9,10,10
"ENSMUSG00000064917",3,7,3,4,14,2
"ENSMUSG00000064918",6,13,8,7,9,7
"ENSMUSG00000064919",6,8,6,3,4,8
"ENSMUSG00000064921",0,0,0,0,0,0
"ENSMUSG00000064923",0,0,0,0,0,0
"ENSMUSG00000064925",6,6,3,3,1,2
"ENSMUSG00000064926",0,0,0,0,0,0
"ENSMUSG00000064927",0,2,0,0,0,1
"ENSMUSG00000064928",0,0,0,0,0,0
"ENSMUSG00000064930",0,1,0,0,0,0
"ENSMUSG00000064932",0,0,0,0,0,0
"ENSMUSG00000064936",0,1,1,1,0,0
"ENSMUSG00000064938",2,3,1,1,2,1
"ENSMUSG00000064939",0,0,0,0,0,0
"ENSMUSG00000064940",0,0,0,0,0,0
"ENSMUSG00000064941",0,0,0,0,0,0
"ENSMUSG00000064943",0,0,0,0,0,0
"ENSMUSG00000064945",0,1,2,1,1,0
"ENSMUSG00000064948",0,0,0,0,0,0
"ENSMUSG00000064952",0,0,0,0,0,0
"ENSMUSG00000064954",0,0,0,0,0,0
"ENSMUSG00000064956",0,0,0,0,0,2
"ENSMUSG00000064958",0,0,0,0,0,0
"ENSMUSG00000064959",0,0,0,0,0,0
"ENSMUSG00000064960",0,2,0,2,0,1
"ENSMUSG00000064961",0,0,0,0,0,0
"ENSMUSG00000064964",1,0,0,0,1,1
"ENSMUSG00000064967",0,0,0,0,0,0
"ENSMUSG00000064970",1,2,3,0,5,0
"ENSMUSG00000064971",0,0,0,0,0,0
"ENSMUSG00000064972",0,0,0,0,0,0
"ENSMUSG00000064977",0,0,0,0,0,0
"ENSMUSG00000064982",9,11,10,8,8,13
"ENSMUSG00000064983",0,0,0,0,0,0
"ENSMUSG00000064984",4,5,10,1,6,10
"ENSMUSG00000064987",1,0,0,0,0,0
"ENSMUSG00000064992",0,0,0,0,0,0
"ENSMUSG00000064994",0,1,0,0,1,1
"ENSMUSG00000064999",0,0,0,0,0,0
"ENSMUSG00000065004",0,0,0,0,0,0
"ENSMUSG00000065005",0,0,0,0,0,0
"ENSMUSG00000065007",0,0,0,0,0,0
"ENSMUSG00000065011",0,0,0,0,0,0
"ENSMUSG00000065012",0,0,0,0,0,0
"ENSMUSG00000065014",0,0,0,0,0,0
"ENSMUSG00000065017",0,0,0,0,0,0
"ENSMUSG00000065018",0,0,0,0,0,0
"ENSMUSG00000065022",0,0,0,0,0,0
"ENSMUSG00000065027",0,0,0,0,0,0
"ENSMUSG00000065028",0,0,0,0,0,0
"ENSMUSG00000065029",0,0,0,0,0,0
"ENSMUSG00000065030",0,0,4,0,0,0
"ENSMUSG00000065031",0,0,0,0,0,0
"ENSMUSG00000065034",0,0,0,0,0,0
"ENSMUSG00000065036",2,3,5,4,0,3
"ENSMUSG00000065037",18,16,22,7,15,12
"ENSMUSG00000065040",0,0,0,0,0,0
"ENSMUSG00000065041",6,10,5,8,8,6
"ENSMUSG00000065042",0,0,0,0,0,0
"ENSMUSG00000065044",0,0,0,0,1,0
"ENSMUSG00000065045",0,0,0,0,0,0
"ENSMUSG00000065047",1,1,2,0,2,0
"ENSMUSG00000065048",0,0,0,0,0,0
"ENSMUSG00000065049",1,0,0,0,2,0
"ENSMUSG00000065050",0,0,0,0,0,0
"ENSMUSG00000065053",0,0,0,0,0,0
"ENSMUSG00000065055",0,0,0,0,0,0
"ENSMUSG00000065057",1,1,1,1,0,1
"ENSMUSG00000065061",0,0,0,0,0,0
"ENSMUSG00000065068",0,0,0,0,0,0
"ENSMUSG00000065070",0,0,0,0,0,0
"ENSMUSG00000065072",2,4,1,2,1,7
"ENSMUSG00000065074",0,0,0,0,0,0
"ENSMUSG00000065078",0,0,0,0,1,0
"ENSMUSG00000065079",0,2,0,0,1,0
"ENSMUSG00000065080",0,0,0,0,0,0
"ENSMUSG00000065083",0,0,0,0,0,0
"ENSMUSG00000065084",0,0,0,0,0,0
"ENSMUSG00000065086",0,0,1,0,1,0
"ENSMUSG00000065088",0,0,0,0,0,0
"ENSMUSG00000065089",10,8,8,5,3,14
"ENSMUSG00000065090",0,0,0,0,0,0
"ENSMUSG00000065091",0,0,0,0,0,0
"ENSMUSG00000065095",0,0,0,0,0,0
"ENSMUSG00000065096",0,0,0,0,0,0
